Gene Set,ES,NES,P-value,FDR
hsa03013,-0.45751015304224246,-2.2196771520147873,0.0,0.0
hsa03008,-0.5564335183550684,-2.469446472875546,0.0,0.0
hsa05332,0.5623942606868131,2.0550152696600503,0.0,0.0
hsa04940,0.5613055437854018,2.004978863852924,0.0,0.0
hsa03040,-0.41323733743381674,-1.9963062224424784,0.0,0.0
hsa00190,0.47411293991791126,2.114169729902974,0.0,0.0
hsa04130,-0.5639877643287555,-1.977183641130302,0.0,0.0
hsa05415,0.40481351012520006,1.822889748919808,0.0,0.001977433356693123
hsa00071,0.49848822040146756,1.8361110543165389,0.0,0.002224612526279763
hsa04714,0.39758082192226035,1.8504747656494747,0.0,0.002542414315748301
hsa00280,0.5066477338636949,1.8715058019524276,0.0,0.0029661500350396846
hsa05320,0.5189232985524624,1.8715229672930154,0.0,0.0035593800420476215
hsa05330,0.5619350184021507,1.8968248018614602,0.0,0.004449225052559526
hsa04141,-0.3939562172436292,-1.9184798749516079,0.0,0.011917936494424108
hsa04140,-0.3724016064946063,-1.751398643631301,0.0,0.021849550239777533
hsa04144,-0.35241956353890774,-1.7425007460040611,0.0,0.022002344297398353
hsa03018,-0.405691234781936,-1.8004537033829306,0.0,0.023835872988848216
hsa03015,-0.4090692995624169,-1.802711814234929,0.0,0.02502766663829063
hsa04136,-0.5069452701079666,-1.812152767934871,0.0,0.02532561505065123
hsa05220,-0.41342206443238405,-1.8059356699665694,0.0,0.027808518486989592
hsa04120,-0.35479815745698995,-1.6930970558702088,0.0,0.028943560057887115
hsa05206,-0.36896911667685195,-1.8171124876558997,0.0,0.028943560057887115
hsa00410,0.5503655246951459,1.7612634253933983,0.0,0.030254730357404783
hsa05100,-0.4095763304810526,-1.8176957198224315,0.0,0.033767486734201636
hsa00053,0.5595373547696026,1.7525937533579166,0.0,0.033975900401363654
hsa03450,-0.5995881921918347,-1.6566391685609396,0.022727272727272728,0.034164751284015776
hsa04723,0.379000532448152,1.7152005763006737,0.0,0.03490930425854398
hsa04932,0.37533022782507514,1.7195938247292701,0.0,0.037818412946755975
hsa00450,-0.5718444390769368,-1.626278199182394,0.05128205128205128,0.041362250186530725
hsa05132,-0.3288903416498154,-1.6225854595794051,0.0,0.04171277773048438
hsa05222,-0.3695514707472269,-1.6285622093776067,0.0,0.04245764876138589
hsa05212,-0.3677232097939053,-1.6063111245723705,0.0,0.04265366745372839
hsa00350,0.4887941906994816,1.679429520367797,0.0,0.04639906126240649
hsa03022,-0.43524268353317386,-1.5264670218739895,0.0,0.05471416299712886
hsa05130,-0.32078007803637065,-1.539482885247443,0.0,0.05601430152379331
hsa05211,-0.3727107088354745,-1.5294116175559587,0.0,0.05675207854487671
hsa04218,-0.31579835963280334,-1.508946962161346,0.0,0.058596521097585196
hsa00520,-0.3995293317084155,-1.512898767517185,0.0,0.06010785362405202
hsa04922,0.37677833075854383,1.6297611006669186,0.0,0.07474698088300005
hsa00650,0.5015825820574331,1.6246096354304347,0.015625,0.0778614384197917
hsa00600,-0.3867748559960009,-1.4696739305032689,0.023809523809523808,0.08250879111524383
hsa05131,-0.29799784376449273,-1.4782368926363512,0.0,0.0829488380011918
hsa00360,0.56896060458714,1.6198310689303173,0.06557377049180328,0.08375011863641463
hsa03050,-0.41319876702641345,-1.465773112891439,0.0,0.08519117568236492
hsa00260,0.4443818902056047,1.609941153697138,0.014492753623188406,0.08552399267697758
hsa00290,-0.799543505789706,-1.4488882478834644,0.06976744186046512,0.0925626401066939
hsa03060,-0.49659222226018856,-1.45524041543808,0.029411764705882353,0.09321528900995998
hsa04115,-0.34452376971716653,-1.4527143285026094,0.023809523809523808,0.09369963864581712
hsa05221,-0.34984362249198836,-1.421683378590386,0.0,0.10112188540723485
hsa04550,-0.29545340732482606,-1.429387788364177,0.0,0.10303248324211811
hsa04666,-0.3234096636196965,-1.424286840458665,0.0,0.10428194432621095
hsa05202,-0.30190423372219843,-1.412142635307436,0.0,0.10656037336190967
hsa05033,0.43771344672163365,1.569216595903959,0.015384615384615385,0.11942656720028204
hsa03030,-0.39114418321320127,-1.3928897426426423,0.10810810810810811,0.12973525155358814
hsa00340,0.4936019806402651,1.546069695867641,0.04838709677419355,0.1305106015417461
hsa05135,-0.29629979255931765,-1.3867067628835572,0.0,0.1336741525725947
hsa05012,0.3280451158414439,1.529123264893715,0.0,0.13579808638681687
hsa03440,-0.38762703442189894,-1.3815367687085214,0.02857142857142857,0.13611537996263326
hsa04974,0.35536896833018133,1.5482733817391774,0.01639344262295082,0.13614628660832154
hsa00563,-0.44164129111467443,-1.3880365777268697,0.08333333333333333,0.1363941621028537
hsa04742,0.3767952761872821,1.5379220922341956,0.0,0.1375215016245672
hsa05032,0.36322470086014264,1.515844018115532,0.017241379310344827,0.13917175964406198
hsa04146,0.364743431532828,1.5180610631490732,0.0,0.13977982040124515
hsa00010,0.37619552982478316,1.5049203111256324,0.0,0.14442869016770157
hsa04978,-0.3564170428641116,-1.3659248242921835,0.024390243902439025,0.144759326200566
hsa00591,0.46278508242192984,1.4989457986203476,0.0625,0.14567092394306005
hsa05210,-0.3189217524173078,-1.370048325032972,0.024390243902439025,0.14729347154647232
hsa05235,-0.31992285941108234,-1.3670303745834944,0.02564102564102564,0.14748446411849836
hsa05213,-0.34737843459307016,-1.3563768808416121,0.0,0.1501092477511989
hsa04216,-0.3848959806674249,-1.3531834046971876,0.05714285714285714,0.15216156128927522
hsa04137,-0.3253699274016456,-1.3458401282828296,0.07894736842105263,0.16441335118444167
hsa04392,-0.39279955910103237,-1.3384819670338917,0.10526315789473684,0.17082375642007888
