Gene Set,ES,NES,P-value,FDR
hsa00270,0.5773723050571861,1.9076115613243994,0.0,0.0
hsa00062,0.6640453722231496,1.9068712738049887,0.0,0.0
hsa03440,0.7059710669756103,2.268723878812219,0.0,0.0
hsa04710,-0.6310307137886225,-2.137916547195857,0.0,0.0
hsa03030,0.7972602169275129,2.4140684109163004,0.0,0.0
hsa00860,0.7085643542812214,2.1589630550058203,0.0,0.0
hsa00190,0.47694980028301176,1.93743300177104,0.0,0.0
hsa03008,0.5134625889160926,1.8720435476013553,0.0,0.0
hsa05012,0.4321232220155826,1.87299623682627,0.0,0.0
hsa03430,0.7184293595778952,1.9577112197376874,0.0,0.0
hsa00071,0.5978554172168531,1.9669475508748686,0.0,0.0
hsa00280,0.5722989765476807,1.9113310376750994,0.0,0.0
hsa01040,0.6493107436162879,1.8645593457411818,0.0,0.0
hsa03460,0.6034751654564691,2.0027409261804423,0.0,0.0
hsa04110,0.6180538547129631,2.4913122140863315,0.0,0.0
hsa00620,0.5611980307196412,1.849129017630899,0.0,0.0
hsa00970,0.7058485421905064,2.375811471769838,0.0,0.0
hsa03050,0.5855545535833039,1.93109357660447,0.0,0.0
hsa00640,0.6437265717438223,1.9614053085273844,0.0,0.0
hsa00630,0.6743152253436767,1.9890333480962115,0.0,0.0
hsa00020,0.7122109478843085,2.0864100117471995,0.0,0.0
hsa03410,0.6948289660764827,2.073834818048869,0.0,0.0
hsa04146,0.5275998430973414,1.968150458069595,0.0,0.0
hsa00670,0.7574696100588748,2.070999647241644,0.0,0.0
hsa03420,0.6505848300425753,2.1897996669056092,0.0,0.0
hsa05020,0.4091281093033617,1.7959629927206802,0.0,0.0005786797834084239
hsa03020,0.613290616413093,1.8090285407665276,0.0,0.0006018269747447609
hsa00230,0.4416743107285629,1.7902984076852182,0.0,0.0013931179970943538
hsa00010,0.4851456193596908,1.7555294299380986,0.0,0.00214938205265986
hsa00052,0.5809911349320477,1.7001037399395251,0.0,0.004928755396616576
hsa03013,0.39243761085477225,1.6523367786213294,0.0,0.014794913129142039
hsa00330,0.49894456014557065,1.6484898964790788,0.0,0.016259035204797975
hsa00564,0.40501988264740657,1.6216566298501547,0.018518518518518517,0.026800107469102632
hsa04122,0.80916003523088,1.5997655713202341,0.05172413793103448,0.03829808021103024
hsa05330,-0.5361512522852491,-1.82387432156779,0.0,0.041664622680075224
hsa05415,0.37655586605876745,1.58465294390788,0.0,0.04255776464266523
hsa05215,-0.4492938373632717,-1.8024321420308418,0.0,0.04285504047093451
hsa04350,-0.45977820346066967,-1.8254631973959845,0.0,0.04352465047829286
hsa04114,0.39745186372061453,1.5865335761869066,0.0,0.04380946360274362
hsa00100,-0.5534649865720337,-1.680339519319554,0.043478260869565216,0.044834757014428774
hsa04659,-0.424186425277359,-1.722041170284844,0.0,0.045384678276510514
hsa04392,-0.5151539740409,-1.737395519979751,0.024390243902439025,0.04569103579621694
hsa05321,-0.4911925123099385,-1.8425216229793417,0.0,0.045916114790286976
hsa05202,-0.4065956734174757,-1.7909815215873375,0.0,0.04626396414475885
hsa05221,-0.4307633099238754,-1.6607071028806322,0.0,0.04631469217561933
hsa04917,-0.44082841450493393,-1.7483878714712588,0.0,0.046426293843512385
hsa04625,-0.43759767915719144,-1.7843994305409328,0.0,0.04687270051508462
