Gene Set,ES,NES,P-value,FDR
hsa04640,0.41837123446724234,1.9382855510119996,0.0,0.0
hsa05204,-0.5055929439638395,-2.1510662213652436,0.0,0.0
hsa00640,-0.7855913392159747,-2.8323583683029288,0.0,0.0
hsa05224,0.4050440245968339,1.9739613116005337,0.0,0.0
hsa00500,-0.5880383883184235,-2.0793737568308557,0.0,0.0
hsa04146,-0.6739901241077826,-2.9318701035610495,0.0,0.0
hsa00010,-0.5314077949955003,-2.298882190828775,0.0,0.0
hsa00900,-0.7118714209052716,-2.0997817423574867,0.0,0.0
hsa00563,-0.6382285385025668,-2.085965168864888,0.0,0.0
hsa00860,-0.610212062335947,-2.2000487466186964,0.0,0.0
hsa05415,-0.4547131320897002,-2.2793699800519183,0.0,0.0
hsa05012,-0.39140912812425055,-2.056093875330807,0.0,0.0
hsa05321,0.48719648248235964,2.002262867894157,0.0,0.0
hsa00982,-0.5201264900493523,-2.1676959086418055,0.0,0.0
hsa00980,-0.5229915927695326,-2.264939377386756,0.0,0.0
hsa05144,0.5722993095215272,2.232487776681756,0.0,0.0
hsa05414,0.41963554109738327,1.9441429978710587,0.0,0.0
hsa00072,-0.8108615967125103,-2.14877220006628,0.0,0.0
hsa00071,-0.7410075552948647,-2.768990194125649,0.0,0.0
hsa04933,0.4479094084274972,2.063355688516383,0.0,0.0
hsa03050,-0.5992251527020399,-2.187737046192353,0.0,0.0
hsa04714,-0.472772486970503,-2.43136924570347,0.0,0.0
hsa00650,-0.7704040982813792,-2.5179634222189455,0.0,0.0
hsa00190,-0.6201446801219735,-2.8583795442562066,0.0,0.0
hsa04380,0.41829750125255477,1.9919051552675853,0.0,0.0
hsa05140,0.47273498511360224,2.0009682912642,0.0,0.0
hsa04514,0.47859229659570696,2.284356317556665,0.0,0.0
hsa00790,-0.6395056996062708,-2.0901394002203304,0.0,0.0
hsa04610,0.4698398166185836,2.047140217070114,0.0,0.0
hsa00020,-0.7384169557658252,-2.5759143094257926,0.0,0.0
hsa00532,0.7850710104998901,2.4141948535005686,0.0,0.0
hsa00040,-0.6823301539025933,-2.092242654537521,0.0,0.0
hsa00920,-0.8150670424759667,-2.1599165741272035,0.0,0.0
hsa00630,-0.7131196422439249,-2.4537244191429313,0.0,0.0
hsa04659,0.420149079593638,1.921976310955325,0.0,0.0
hsa04658,0.4675969464222961,2.1129369797861397,0.0,0.0
hsa04512,0.489584347447892,2.1690144914552554,0.0,0.0
hsa00030,-0.5958273356536756,-2.078500700550111,0.0,0.0
hsa04510,0.3933071954924591,1.9502168999826457,0.0,0.0
