Gene Set,ES,NES,P-value,FDR
hsa05203,0.5102768302461093,2.4527327966219503,0.0,0.0
hsa05322,0.6529815269426347,2.762435101082039,0.0,0.0
hsa05034,0.44972574385651076,2.133639843637763,0.0,0.0
hsa04613,0.43143285245599305,2.060810368948546,0.0,0.006228893058161351
hsa04110,0.45968791828380623,2.0397700323891095,0.0,0.012457786116322702
hsa03030,0.5297566140343358,1.8108949566967747,0.02,0.19309568480300188
hsa00061,-0.5666906373089337,-1.6613438875773228,0.0196078431372549,0.5289536423841059
hsa03450,-0.5794269014748318,-1.5965980832431552,0.038461538461538464,0.5454834437086092
hsa05130,0.33599560525020217,1.6032734439509426,0.0,0.5870731707317073
hsa03420,0.45058983535321867,1.6035705529749609,0.07142857142857142,0.6709407665505227
hsa05211,0.38712834976410865,1.546882821377813,0.047619047619047616,0.6865624348551178
hsa04217,0.3323504709923958,1.522035209333573,0.0,0.7375009380863039
hsa05020,0.2736371737113685,1.3539164518267524,0.0,0.7552532833020638
hsa05030,0.3603221766964039,1.294079971295922,0.1590909090909091,0.7632470293933709
hsa05202,0.2995317264425233,1.3980379325943113,0.0,0.7717270662585168
hsa04137,0.33035456989359563,1.2604721662852,0.16216216216216217,0.7829529819773722
hsa04530,0.28714665572973014,1.3545311484523515,0.025,0.7853821682029529
hsa05212,0.3378468640376126,1.2947832748354373,0.13513513513513514,0.7882771559811088
hsa04141,0.27458760046418595,1.3027296144874507,0.06818181818181818,0.7888448137228625
hsa03013,0.2725797637480383,1.2765467054053639,0.10256410256410256,0.796494583308116
hsa05161,0.2682183091449742,1.2654090133619738,0.12195121951219512,0.7965196998123827
hsa00130,0.5093053578724439,1.323060272568204,0.1702127659574468,0.7977774570645115
hsa00290,0.7364712930236896,1.30943651807723,0.18181818181818182,0.8060649016746578
hsa05012,0.2856180994417869,1.400837999485373,0.0,0.8083718991036064
hsa04114,0.33254648275665055,1.4290629956038685,0.05,0.8113133208255159
hsa05166,0.27930496805933297,1.3560609746863934,0.0,0.8171175166297117
hsa04145,0.30149945814636836,1.3800979115174117,0.0,0.8184765478424014
hsa04115,0.3889577484481735,1.410541977863206,0.0967741935483871,0.8244123165213553
hsa04218,0.28519922639054457,1.3240900929047335,0.02702702702702703,0.8257020637898685
hsa05210,0.30735923499585144,1.2251338726067305,0.16216216216216217,0.8284427767354596
hsa04714,0.19676288758154523,0.9452892109604658,0.6097560975609756,0.8284427767354596
hsa05132,0.29623357553064694,1.4405694393325192,0.0,0.8288580362726704
hsa04014,0.19460900948150806,0.9426801437580866,0.5813953488372093,0.8288580362726704
hsa04964,0.3207761964186785,0.9554907738182576,0.4666666666666667,0.8294912042799026
hsa03440,0.41078175142463674,1.4682448999348388,0.09090909090909091,0.8298802135950353
hsa04010,0.18382759039017602,0.9385742602099367,0.6216216216216216,0.8316159864065986
hsa05170,0.25292993516808565,1.2297386231943523,0.08695652173913043,0.833603859555079
hsa00565,0.26726832057093936,0.9460449989748788,0.5,0.8339459735150002
hsa05110,0.27454017711070705,0.9571756572535423,0.5121951219512195,0.8340487804878048
hsa00920,0.4018073346424984,0.9341205838084946,0.6041666666666666,0.834671669793621
hsa05235,0.23219430106611041,0.9306386222132318,0.5945945945945946,0.8352484191508582
hsa04261,0.24132766766829447,1.1051863596904594,0.35135135135135137,0.8363608611314276
hsa04390,0.2093053053049852,0.9706852895484277,0.5,0.8366386886540931
hsa05230,0.24446585815892782,0.967412278113558,0.45,0.8383051907442152
hsa04810,0.19745370773540843,0.9586627449828959,0.5952380952380952,0.8394534462827147
hsa04621,0.20064268969553317,0.947811999706966,0.5227272727272727,0.8399234815877571
hsa03410,0.36031908444385147,1.1825144730831973,0.1702127659574468,0.8401762729612985
hsa00400,0.5582003112691946,1.1064303718129196,0.36,0.8419745099307757
hsa05219,0.3024710736398742,1.081113291204798,0.2727272727272727,0.8438203564727954
hsa04072,0.20853156121467575,0.9713462984365,0.5263157894736842,0.8439487445610954
hsa04660,0.2697156274261096,1.1086021779514588,0.2857142857142857,0.8449438793983082
hsa03430,0.3219513588254197,0.9589912107269668,0.4666666666666667,0.84738369644293
hsa05131,0.3022212667962885,1.4822696307001215,0.0,0.8482619819205185
hsa05206,0.2883462905934639,1.357243145650242,0.0,0.8495023675511482
hsa03460,0.3459221322624977,1.19015397278506,0.18421052631578946,0.8495602434448359
hsa05140,0.29325196311286866,1.0634682191364278,0.3548387096774194,0.8500606997020197
hsa04921,0.20071685322182098,0.9210269405364823,0.5405405405405406,0.850329621150834
hsa05167,0.20491890097202545,0.9715862778643729,0.4883720930232558,0.8524876434868568
hsa05416,0.2772680827786922,0.9760720952026319,0.475,0.8534937596867608
hsa03040,0.2476028049286662,1.1112671324838534,0.275,0.853580809434468
hsa05171,0.19971608947036826,0.9594769976798264,0.5609756097560976,0.8539362874992746
hsa03010,0.21854680171351276,0.9808607690194026,0.425,0.8547425474254744
hsa05418,0.2676427747002757,1.2315235303878778,0.14634146341463414,0.854823970864143
hsa04540,0.36744901409822067,1.4480063253889293,0.08333333333333333,0.8551380326990085
hsa05164,0.19318762284271918,0.9093322351679604,0.6428571428571429,0.8555829536317343
hsa04120,0.2607471774620076,1.2048164843124012,0.175,0.8556532043053224
hsa05162,0.23578755299216142,1.0906802297065732,0.2857142857142857,0.8561153999938487
hsa05321,0.3127921531498536,1.1842064174594227,0.20512820512820512,0.8563244885196105
hsa00100,0.38252079855376836,1.0814481088401213,0.4,0.857016587748295
hsa00512,0.28243595655521436,0.9114928089041298,0.5434782608695652,0.858128222030661
hsa04140,0.23428731039419315,1.0944362496323634,0.2727272727272727,0.8585490931832396
hsa04380,0.22146441162061173,0.9769523640151881,0.4864864864864865,0.8586289507865492
hsa05220,0.3157162388277879,1.2099686252605268,0.1891891891891892,0.8589138481821408
hsa00190,0.24132826332760768,1.06457834753818,0.32432432432432434,0.8595872420262664
hsa04611,0.20939257142868334,0.9049297203379937,0.5641025641025641,0.859697487921101
hsa05332,0.2940373009883164,1.0183714896469351,0.37777777777777777,0.8618232549189396
hsa04012,0.25936964317423056,1.0220578136292835,0.40540540540540543,0.8639555566384834
hsa04918,0.2596983018201326,0.9811566316896166,0.45714285714285713,0.8640664460231465
hsa05169,0.1891869652336759,0.9123890412394745,0.6739130434782609,0.8650233668770254
hsa04612,0.28246684603988836,1.067177633746858,0.4,0.8650611177440446
hsa05231,0.24574079427107356,0.9945928880892333,0.4117647058823529,0.8662610560171536
hsa00740,0.41973366023388897,1.0135045543866985,0.37254901960784315,0.8663680623174295
hsa00052,0.3444235626966627,1.1115426110902265,0.2391304347826087,0.8663823980897151
hsa00471,0.6213319320837696,1.1906776447900698,0.3090909090909091,0.8683076923076922
hsa05031,0.2703066117363497,1.0696705749357387,0.3,0.8689784961754944
hsa05142,0.26750754502913254,1.0815806611287322,0.30303030303030304,0.8698347757671125
hsa04066,0.23602772165286648,0.995911143727991,0.3783783783783784,0.8715947467166979
hsa05214,0.25872366046397177,0.9820446570577095,0.4722222222222222,0.8724697253965547
hsa03015,0.2547621043073412,1.0075223756970422,0.4411764705882353,0.8729793621013133
hsa05215,0.25594705245868665,1.0226675764252149,0.36363636363636365,0.8730285375728252
hsa00220,0.3929003462299408,1.1263689333184195,0.36363636363636365,0.8732663797226209
hsa05100,0.30343652379447933,1.1938467258946053,0.25,0.8742810410352624
hsa04136,0.3203857001388028,1.0339663027116868,0.30434782608695654,0.8757994294379193
hsa00790,0.32358292924794235,1.031101830346242,0.40425531914893614,0.8764220881294051
hsa05221,0.2541486784166096,0.9835557819041856,0.48717948717948717,0.8766272023462941
hsa00983,0.28100165547092815,1.1119935262947231,0.25,0.8771204224862762
hsa05223,0.30223101526603735,1.1535840813512794,0.2702702702702703,0.8774614568888164
hsa05160,0.24297743474091185,1.1299014654479216,0.3,0.8782739212007504
hsa04962,0.3206523141796609,1.1411456016505692,0.21428571428571427,0.8782739212007505
hsa05414,0.24656889018285472,0.9968209307307033,0.3939393939393939,0.8797931634100582
hsa04650,0.20246116652859716,0.8931227993427043,0.5675675675675675,0.8800223824100589
hsa00564,0.2532981055175222,1.0240255901993656,0.3939393939393939,0.88018411507192
hsa04932,0.21499689010399364,0.9848558228238534,0.4722222222222222,0.8805916488502988
hsa04934,0.22275220932152232,1.0356144341015174,0.42105263157894735,0.8820804669585157
hsa05145,0.21163776461098371,0.8818874228695773,0.6285714285714286,0.8822668013662385
hsa05163,0.2081544309076641,0.9976685898911074,0.4634146341463415,0.8863484122020707
