Gene Set,ES,NES,P-value,FDR
hsa03040,0.47307487715051905,2.053593890636703,0.0,0.0
hsa00190,-0.45009023926009295,-1.8975302104804121,0.0,0.0
hsa03013,0.41416189473124965,1.9549454995048319,0.0,0.0
hsa00020,-0.5496786404678958,-1.8895798875261964,0.0,0.0
hsa03010,0.6191244888808681,2.66818351569045,0.0,0.0
hsa05340,-0.5402447521074744,-1.89645873806758,0.0,0.0
hsa05320,-0.5120528856581613,-1.877081863330642,0.0,0.0
hsa04141,0.43115892720630583,2.0583699144278103,0.0,0.0
hsa04060,-0.3835080187869165,-1.8513539287555467,0.0,0.008852963818321785
hsa00130,-0.7946868123140616,-1.8475811430110014,0.0,0.011066204772902233
hsa05150,-0.4653473157988912,-1.84372884168117,0.0,0.012647091169031122
hsa03015,0.4726969269495147,1.9226643546806412,0.0,0.01450595655220743
hsa05310,-0.5387066407297516,-1.836811029664801,0.0,0.015216031562740567
hsa05332,-0.5068604559043765,-1.7589055623795862,0.0,0.021281163024811985
hsa05133,-0.44483970816600155,-1.739628041433717,0.0,0.022132409545804463
hsa04640,-0.4446151004016213,-1.8018714178803659,0.0,0.022132409545804466
hsa04061,-0.43859263309151125,-1.7599956350903854,0.0,0.023054593276879653
hsa05330,-0.48116689068056306,-1.6981470915469945,0.0,0.023713295941933353
hsa04216,-0.5118358653142634,-1.8104448592207665,0.0,0.02459156616200496
hsa04064,-0.4196446741129323,-1.7006749057033517,0.0,0.024898960739030022
hsa00920,-0.7050620667336095,-1.7192848414045054,0.017857142857142856,0.024898960739030022
hsa04260,-0.4635653728497824,-1.794587503626667,0.0,0.02515046539295962
hsa05222,0.4421219519626223,1.8718775478551573,0.0,0.02551973837888344
hsa00030,-0.5198083547711684,-1.7150602579456777,0.0,0.026038128877417018
hsa00590,-0.46421597411146176,-1.7017214629168325,0.0,0.02620943235687371
hsa00100,-0.5628157955620441,-1.7250725208791584,0.015625,0.02655889145496536
hsa04650,-0.3954428574236864,-1.7038941613477903,0.0,0.02766551193225558
hsa04020,-0.35588101584900045,-1.6791146773096919,0.0,0.031186577087269927
hsa00051,-0.4811926640543929,-1.6632576986247412,0.0,0.035604311008468045
hsa00620,-0.47539076510698713,-1.655426746985191,0.0,0.03734844110854504
hsa00900,-0.5410804024497409,-1.646509606586167,0.01694915254237288,0.03983833718244804
hsa00270,-0.46212579643738916,-1.634396157310563,0.0,0.04426481909160893
hsa03060,0.6420770451766203,1.8483725250332463,0.0,0.04720192211432576
hsa05140,-0.4173602002941815,-1.6157147272554584,0.0,0.04808075177192005
hsa04512,0.4625644369802253,1.8301515229960859,0.0,0.0483531885073581
hsa04932,-0.372453817508862,-1.6182281108325898,0.0,0.048612256680963375
hsa02010,-0.45885438353429864,-1.623040931863035,0.0,0.048773272887976504
hsa05415,-0.3481994084952375,-1.5964598210556262,0.0,0.04929491217020085
hsa00500,-0.4675483957464243,-1.6072482720004497,0.0,0.04979792147806005
hsa04621,-0.36352800415847897,-1.5999868197881397,0.0,0.05014374037721324
hsa00830,-0.43730530483309327,-1.6030724158216527,0.0,0.05176128038938141
hsa04122,-0.7485534388828096,-1.5913840414472216,0.0196078431372549,0.05402911742064031
hsa04380,-0.3720315838229533,-1.5713024385239238,0.0,0.059634547942862035
hsa00565,-0.4458225141532,-1.5734087702597772,0.016129032258064516,0.06133839216980095
hsa04950,-0.5097073344811128,-1.5657662941039214,0.04838709677419355,0.06161184278967189
hsa05230,-0.39974673603180105,-1.5565315414285377,0.0,0.06727087638264252
hsa04975,-0.4418715278790675,-1.5408106975575786,0.017241379310344827,0.07207220544402992
hsa00650,-0.4733316145674272,-1.5367582039468217,0.06060606060606061,0.07303695150115473
hsa05160,-0.3515215618442202,-1.5289919929681477,0.0,0.07854306314425731
hsa05152,-0.3374451572068248,-1.5102819163548196,0.0,0.08544139499078002
hsa03030,-0.4297974340669228,-1.508747833746821,0.015625,0.0855115823360627
hsa00600,-0.42663869845862024,-1.505704733557569,0.03225806451612903,0.08564280215550422
hsa05323,-0.3757425981915169,-1.5110407761202111,0.0,0.08615830858902453
hsa04514,-0.3564940137945982,-1.503215737955685,0.0,0.08617512652940888
hsa05164,-0.33483512419755235,-1.5057642898620742,0.0,0.08754597553673765
hsa04062,-0.3257029223486956,-1.485362432690339,0.0,0.09304645645787184
hsa05204,-0.3820792095224213,-1.4877378283294351,0.0,0.09337110277136258
hsa04672,-0.4195230783050486,-1.4679778917837965,0.015625,0.11176866820631254
hsa00790,-0.46419764611448244,-1.4538056553328094,0.07936507936507936,0.11981294782969147
hsa04613,-0.323482888146047,-1.4542297766538526,0.013888888888888888,0.12194523690923638
hsa00052,-0.42266206155616426,-1.441137490778939,0.058823529411764705,0.12568046849224676
hsa05416,-0.38675060490321883,-1.448445438677457,0.0,0.12569538251485177
hsa00010,-0.3812278803790149,-1.4417241073157567,0.015384615384615385,0.12776436419623485
hsa04610,-0.3560593262382281,-1.442971593113003,0.04477611940298507,0.12890079263250934
hsa04972,-0.3537506109736959,-1.4317852500635886,0.014925373134328358,0.12936011786254678
hsa00564,-0.3662160574250981,-1.4324646508685195,0.04838709677419355,0.13143544967113704
hsa04723,-0.3356661995031591,-1.4128265409571736,0.0,0.14423578763325112
hsa05322,-0.33034628405933514,-1.388229213387401,0.045454545454545456,0.1568590613047888
hsa04142,-0.3220883237387453,-1.396414476520037,0.027777777777777776,0.157103825136612
hsa04668,-0.3264609544878512,-1.3901641214911071,0.04285714285714286,0.15813963594824804
hsa05143,-0.4025473262125312,-1.3971073422373759,0.03076923076923077,0.1597222222222222
hsa00740,-0.6318854327657224,-1.380259150311071,0.1346153846153846,0.16409106764819092
hsa05144,-0.39000123901888184,-1.3762167834672832,0.05,0.16412032924735007
hsa04977,-0.4618774899033093,-1.3706067084659042,0.078125,0.16467173371020188
hsa04620,-0.33309259609745523,-1.3722121378640533,0.046153846153846156,0.16582540182424707
hsa00380,-0.38877127619749524,-1.364730857594246,0.03125,0.1674577163428882
hsa05169,-0.29283691726145633,-1.3561513810906767,0.027777777777777776,0.17609699769053117
hsa04724,-0.32795381031026166,-1.3510423360921544,0.046153846153846156,0.17911442868140326
hsa04929,-0.36449288034982263,-1.3489322742313523,0.03225806451612903,0.17970893103037006
hsa04350,0.40212484591735104,1.6723359163957099,0.03125,0.18983103636222068
hsa05170,-0.28975308020337953,-1.3276426104199233,0.028169014084507043,0.19293054373809815
hsa00220,-0.46126287199194027,-1.3319469459202977,0.07936507936507936,0.19327960391027874
hsa04261,-0.3056627447558437,-1.3280359141073483,0.029411764705882353,0.1947652040030793
hsa00040,-0.42430203829902224,-1.328857886315576,0.07936507936507936,0.19530355991095025
hsa00592,-0.46146376212191575,-1.3325270381222363,0.07936507936507936,0.19565664827645196
hsa05163,-0.2809102737337816,-1.321507472602237,0.05194805194805195,0.1981856672965218
hsa04657,-0.3250604843215041,-1.3186145150903483,0.058823529411764705,0.19961730917273643
hsa04662,-0.3337336968573577,-1.314834072164185,0.07936507936507936,0.20069450384436271
hsa04931,-0.3193406109234883,-1.317004640259964,0.046875,0.20101270695081902
hsa00400,-0.7786717617122915,-1.315403015751481,0.11538461538461539,0.20237321978444958
hsa05167,-0.28470670097615514,-1.3106950503994412,0.05555555555555555,0.2072889089168028
hsa00531,-0.44014671757906654,-1.3061213352255079,0.125,0.20985790738009774
hsa00640,-0.37812348871582263,-1.2952809745799407,0.13846153846153847,0.21875055946434643
hsa00910,-0.46376041296805215,-1.2933406108299048,0.1206896551724138,0.2199249201419306
hsa04927,-0.3429829435190162,-1.2967815635628215,0.09090909090909091,0.22079713332600168
hsa00591,-0.4217450271818898,-1.2955555150870888,0.0967741935483871,0.22106371416927048
hsa04146,-0.3280010082004352,-1.2851123675791252,0.09375,0.23025251067254532
hsa00071,-0.3651359219750893,-1.2831294353656677,0.08064516129032258,0.23052520953888472
hsa04973,-0.36448492349456885,-1.280841752170282,0.08064516129032258,0.2314066375844667
hsa04910,-0.2953092743058126,-1.2771735035002416,0.07352941176470588,0.23202944572748269
hsa05032,-0.3197644404204968,-1.277975203491023,0.09230769230769231,0.23226869358509084
hsa00072,-0.5482270584964474,-1.2745825898594727,0.18181818181818182,0.23405618051934077
hsa00140,-0.348610826883729,-1.2719925127854166,0.09836065573770492,0.235568890963589
hsa03410,-0.3708219085571637,-1.269744061002633,0.09375,0.2370497548721689
hsa05417,-0.2720080140561014,-1.2685878510461652,0.08108108108108109,0.23792340261739803
hsa04976,-0.3238372514240622,-1.2666987312380982,0.0967741935483871,0.23832269866590478
hsa00760,-0.38306750970655895,-1.2638963109724521,0.12307692307692308,0.2386009253585961
