Gene Set,ES,NES,P-value,FDR
hsa04932,-0.47177403673494256,-2.2484812234004115,0.0,0.0
hsa05332,0.6206663543959954,2.330541122120918,0.0,0.0
hsa00280,-0.6398390193033039,-2.3897590202638463,0.0,0.0
hsa03013,-0.457471396116109,-2.210264731423687,0.0,0.0
hsa00620,-0.5622268284276538,-2.0916371265026825,0.0,0.0
hsa03060,-0.7659984733702683,-2.1366391211151594,0.0,0.0
hsa04141,-0.5467092272313308,-2.623161617222678,0.0,0.0
hsa03040,-0.5323870418655474,-2.475796245654014,0.0,0.0
hsa04714,-0.45989365418636086,-2.2502621461396064,0.0,0.0
hsa05330,0.6351930921215078,2.204725669267623,0.0,0.0
hsa05415,-0.4649365026588899,-2.247495631363538,0.0,0.0
hsa05012,-0.487726632672226,-2.431523131132791,0.0,0.0
hsa05320,0.586439523526241,2.142429787224355,0.0,0.0
hsa05020,-0.4583036373449321,-2.2859772899977506,0.0,0.0
hsa04974,0.43969651352462574,2.0379104857019676,0.0,0.0
hsa00190,-0.591861659774549,-2.744933413117636,0.0,0.0
hsa04640,0.4505732058999666,2.050926444023462,0.0,0.0
hsa00020,-0.7395259351804646,-2.4245031896294886,0.0,0.0
hsa00640,-0.596469409875773,-2.0120777262775045,0.0,0.0
hsa00563,-0.6801156212970954,-2.1325513911407974,0.0,0.0
hsa04146,-0.5015930821467848,-2.0857117124156597,0.0,0.0
hsa03010,-0.4193637814969871,-1.9501963687082373,0.0,0.0023782279957820104
hsa04137,-0.48435693105665756,-1.9630407513933164,0.0,0.002518123760239776
hsa04514,0.4031765426972276,1.9294101528729535,0.0,0.0026853156069554618
hsa04512,0.4517256962632357,1.9619485188431027,0.0,0.003132868208114705
hsa05017,-0.4085810331830178,-1.9350338830102085,0.0,0.003379587151900752
hsa04940,0.5074348201998333,1.8900872578910624,0.0,0.0035244767341290435
hsa03022,-0.5329460137023908,-1.9151774441848588,0.0,0.0037457090933566673
hsa00010,-0.46841107111149916,-1.9076345427210861,0.0,0.004076962278483446
hsa00071,-0.5210536691362525,-1.8681204160306948,0.0,0.005351012990509524
hsa04710,-0.569050650439715,-1.8840732094083914,0.0,0.005583665729227329
hsa04120,-0.40393655309876125,-1.8843326496340849,0.0,0.0058374687169194805
hsa04216,-0.5161885719208847,-1.864777421115434,0.0,0.005993134549370668
hsa05416,0.4673343238662795,1.835200649734888,0.0,0.007310025818934312
hsa00630,-0.5600480747981298,-1.8542665277555774,0.0,0.009055560445477655
hsa04130,-0.5439205833100118,-1.8325067023644839,0.0,0.012178167495642368
hsa00510,-0.4784163500243869,-1.8421807391680542,0.0,0.01228751131154039
hsa00450,-0.6464806501326547,-1.8379746201310925,0.023809523809523808,0.012613102049058167
hsa00062,-0.5775207116848807,-1.8108576814738655,0.0,0.014982836373426667
hsa03018,-0.4313946123098639,-1.7631310435526415,0.0,0.01686379851554517
hsa03050,-0.48200307988801544,-1.7813615477726639,0.02127659574468085,0.017261332227450077
hsa00650,-0.5599316833527664,-1.7557060195153764,0.0,0.01731210085164846
hsa00270,-0.4580027838950061,-1.7635766564702915,0.0,0.017390792219155952
hsa04658,0.4012050860982117,1.7749948482924722,0.0,0.02306930225975374
hsa05321,0.43375801953436816,1.810539326641505,0.0,0.02349651156086029
hsa04976,0.39199857485832595,1.7358788231816256,0.0,0.02618182716781575
hsa04061,0.3857403024346669,1.7386223299699284,0.0,0.028195813873032348
hsa04060,0.3328452812221427,1.747672933108036,0.0,0.029762247977089696
hsa03015,-0.4032994318424155,-1.7096725930932832,0.0,0.031494533601284624
hsa03008,-0.41454643932589263,-1.6942717301362569,0.021739130434782608,0.0335924704404209
hsa04977,0.5087289012884177,1.7120064974422768,0.015625,0.03446155028926176
hsa05144,0.4572664715110698,1.6882252219946414,0.0,0.040531482442484
hsa04630,0.33776225636827434,1.6400925914312277,0.0,0.05196875498166747
hsa00591,0.483101198620886,1.6220216187252252,0.0,0.05216225566510984
hsa04510,0.3371960231365603,1.6270454358105175,0.0,0.052434320535814545
hsa05310,0.49383584591688956,1.6291026782804778,0.0,0.054303048940654894
hsa00513,-0.46576518392955824,-1.6181090336623758,0.0,0.06702847851269825
hsa00130,-0.6390331566675113,-1.6258247625813622,0.06382978723404255,0.06739383928587671
hsa05340,0.4426123647153923,1.5874146757836387,0.017241379310344827,0.06802799537620502
hsa03020,-0.485140993223134,-1.6062562223787806,0.05,0.07271889448641149
hsa05110,-0.4109764677827176,-1.5995669725698516,0.038461538461538464,0.07651948576428619
hsa00970,-0.4426573759808762,-1.5975218431049516,0.021739130434782608,0.07726340708247899
hsa04140,-0.33575929156816176,-1.586148723196483,0.0,0.079245954288022
hsa04211,-0.36648636020008507,-1.562538241042444,0.03773584905660377,0.08585943571135736
hsa00072,-0.6417824915953283,-1.5642446376628865,0.044444444444444446,0.08785616677441219
hsa04213,-0.3954611414538071,-1.5408641466371287,0.024390243902439025,0.09512911983128043
