Gene Set,ES,NES,P-value,FDR
hsa04110,0.6996750822077462,2.481805247511686,0.0,0.0
hsa03440,0.7253790001912471,2.0942568368502705,0.0,0.0
hsa05330,-0.7433550872553412,-2.2790283540599545,0.0,0.0
hsa03040,0.6482985068339924,2.3024796684399895,0.0,0.0
hsa03050,0.770605627060796,2.2803589748595883,0.0,0.0
hsa03460,0.7241617628326938,2.186022291406125,0.0,0.0
hsa04115,0.5722569727322419,1.8697658431532396,0.0,0.0
hsa04015,-0.47595843723809383,-1.9837452309662846,0.0,0.0
hsa05310,-0.7798234411518927,-2.321584281321268,0.0,0.0
hsa04960,-0.6719303989321592,-2.028850582694792,0.0,0.0
hsa03022,0.6855845367459185,1.9603736900948139,0.0,0.0
hsa03018,0.6171338437897964,2.0297705271678765,0.0,0.0
hsa03030,0.783066664961599,2.224869045778738,0.0,0.0
hsa04640,-0.5783760166841198,-2.10720078914488,0.0,0.0
hsa05320,-0.6798554246091278,-2.196881376563005,0.0,0.0
hsa04659,-0.5057128745311832,-1.9147851312407105,0.0,0.0
hsa03008,0.7297980546355486,2.400326277662784,0.0,0.0
hsa04658,-0.5414251276585275,-1.9769963149500487,0.0,0.0
hsa03020,0.7550767936877774,2.041712658827082,0.0,0.0
hsa03410,0.7300692900838033,1.9972786386341344,0.0,0.0
hsa04270,-0.5109840350814254,-2.040638632060578,0.0,0.0
hsa04120,0.5011273836542852,1.8230577938537738,0.0,0.0
hsa04978,-0.6225427807118092,-2.0302032517728783,0.0,0.0
hsa03430,0.7822701556041434,1.975744799039044,0.0,0.0
hsa00970,0.765459326660104,2.2351034492249826,0.0,0.0
hsa04022,-0.479276485640592,-1.9255964903071443,0.0,0.0
hsa05332,-0.6743583252114079,-2.072503872410885,0.0,0.0
hsa00670,0.7746713977847428,1.939051398263392,0.0,0.0
hsa03420,0.7418532229935141,2.1661747917636225,0.0,0.0
hsa04514,-0.585856556285866,-2.383348882418885,0.0,0.0
hsa03010,0.7030575337174915,2.496960366349573,0.0,0.0
hsa03013,0.6894300433404796,2.5593193300603176,0.0,0.0
hsa03015,0.5423238750532556,1.8745210574550948,0.0,0.0
hsa04611,-0.4742320543935362,-1.8334283017092503,0.0,0.0038638620565134966
hsa00910,-0.7111480479999328,-1.8401780770637293,0.0,0.004139852203407317
hsa04014,-0.43314360044370076,-1.816068918108597,0.0,0.004545720066486467
hsa04072,-0.4565512921553499,-1.8256457566269464,0.0,0.004829827570641871
hsa00240,0.5627484888779505,1.697553917182646,0.0,0.007060685373425041
hsa05321,-0.5293578025400714,-1.8153748915642312,0.0,0.009659655141283741
hsa04976,-0.49782724984195814,-1.8138178089706887,0.0,0.013218475456493541
hsa04371,-0.4415662002586596,-1.7869738196108045,0.0,0.01379950734469106
hsa04750,-0.4895306603915644,-1.7946174455497863,0.0,0.014489482711925614
