Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,hsa03050,-0.7082877641501998,-2.6615213093810235,0.0,0.0,0.0,30/44,16.41%,hsa5718;hsa11047;hsa5688;hsa5700;hsa7979;hsa5699;hsa5694;hsa5710;hsa5687;hsa10213;hsa5686;hsa5705;hsa5693;hsa5719;hsa51371;hsa5701;hsa9861;hsa5715;hsa5706;hsa5721;hsa5707;hsa5692;hsa5683;hsa5684;hsa5708;hsa5698;hsa5685;hsa5704;hsa5691;hsa5713
prerank,hsa00190,-0.5298732498612163,-2.337035819913935,0.0,0.0,0.0,50/106,16.42%,hsa10063;hsa521;hsa514;hsa4713;hsa4712;hsa1349;hsa1350;hsa4719;hsa1329;hsa4726;hsa6390;hsa7381;hsa4724;hsa513;hsa4695;hsa4700;hsa4707;hsa4694;hsa4708;hsa539;hsa1345;hsa4718;hsa4704;hsa4706;hsa4725;hsa54539;hsa4709;hsa10312;hsa10632;hsa4697;hsa1346;hsa4696;hsa51079;hsa522;hsa4714;hsa1353;hsa515;hsa8992;hsa4717;hsa374291;hsa4701;hsa1327;hsa4702;hsa4722;hsa10975;hsa4728;hsa64077;hsa27089;hsa516;hsa1347
prerank,hsa05012,-0.4664196928314349,-2.3087688502486934,0.0,0.0,0.0,88/213,16.42%,hsa5718;hsa347733;hsa11047;hsa5688;hsa514;hsa5700;hsa6622;hsa4713;hsa4712;hsa7979;hsa1349;hsa1350;hsa51806;hsa4719;hsa1329;hsa4726;hsa6390;hsa6570;hsa5694;hsa7381;hsa4724;hsa513;hsa4695;hsa5710;hsa4700;hsa5687;hsa4707;hsa4694;hsa4708;hsa539;hsa10213;hsa10381;hsa1345;hsa4718;hsa4704;hsa5686;hsa4706;hsa4725;hsa54539;hsa65018;hsa5705;hsa5693;hsa4709;hsa4697;hsa1346;hsa7295;hsa4696;hsa51079;hsa522;hsa4714;hsa1616;hsa5719;hsa7278;hsa5701;hsa515;hsa9861;hsa5715;hsa4717;hsa374291;hsa5706;hsa808;hsa4701;hsa805;hsa5707;hsa291;hsa2774;hsa5692;hsa1327;hsa5683;hsa4702;hsa11315;hsa5684;hsa135;hsa4722;hsa10975;hsa4728;hsa5708;hsa5685;hsa9246;hsa5704;hsa5691;hsa27089;hsa4780;hsa5602;hsa516;hsa7277;hsa5713;hsa1347
prerank,hsa05161,0.4534861151568675,2.2161344505307565,0.0,0.0,0.0,70/157,23.12%,hsa7157;hsa6654;hsa1432;hsa5295;hsa6655;hsa7042;hsa5599;hsa6773;hsa4214;hsa6714;hsa4088;hsa1385;hsa3551;hsa5296;hsa2002;hsa23118;hsa6778;hsa5605;hsa1386;hsa1388;hsa5970;hsa5594;hsa7297;hsa537;hsa1654;hsa7040;hsa1017;hsa7534;hsa6774;hsa3339;hsa2185;hsa8517;hsa369;hsa57506;hsa841;hsa9134;hsa5894;hsa7046;hsa317;hsa10454;hsa7099;hsa3451;hsa208;hsa9641;hsa1959;hsa3452;hsa6777;hsa4775;hsa5608;hsa673;hsa890;hsa4790;hsa51135;hsa5925;hsa90993;hsa3717;hsa7048;hsa1642;hsa332;hsa4609;hsa207;hsa637;hsa2033;hsa3444;hsa3725;hsa3447;hsa5601;hsa842;hsa7189;hsa8503
prerank,hsa05016,-0.42919489358651547,-2.1636860161382616,0.0,0.0,0.0,112/259,21.49%,hsa55081;hsa5718;hsa347733;hsa11047;hsa5688;hsa514;hsa5700;hsa6506;hsa4713;hsa4712;hsa2892;hsa5438;hsa5331;hsa7979;hsa1349;hsa5435;hsa1350;hsa4719;hsa1329;hsa4726;hsa6390;hsa7802;hsa5694;hsa7381;hsa4724;hsa513;hsa4695;hsa5710;hsa4700;hsa5687;hsa4707;hsa4694;hsa4708;hsa539;hsa10213;hsa10381;hsa1345;hsa4718;hsa4704;hsa5441;hsa5686;hsa4706;hsa4725;hsa54539;hsa5705;hsa56171;hsa5440;hsa5693;hsa4709;hsa5430;hsa4697;hsa1346;hsa27113;hsa4696;hsa51079;hsa522;hsa4714;hsa5719;hsa6908;hsa1212;hsa7278;hsa5701;hsa515;hsa9861;hsa5715;hsa4717;hsa374291;hsa5706;hsa4701;hsa5707;hsa291;hsa23130;hsa5692;hsa1327;hsa5683;hsa4702;hsa5684;hsa4722;hsa10975;hsa4728;hsa5708;hsa2902;hsa5685;hsa5704;hsa5691;hsa2475;hsa27089;hsa6648;hsa5602;hsa516;hsa9519;hsa7277;hsa5713;hsa1347;hsa5431;hsa26100;hsa10540;hsa3708;hsa5433;hsa7019;hsa10382;hsa1337;hsa4899;hsa6647;hsa10383;hsa3065;hsa64764;hsa10476;hsa55062;hsa7388;hsa774;hsa7846
prerank,hsa05220,0.49406409736606655,2.1173594291992255,0.0,0.0023130475535364683,0.003,30/74,16.66%,hsa7157;hsa6654;hsa5295;hsa6655;hsa7042;hsa4088;hsa1399;hsa1487;hsa3551;hsa5296;hsa5605;hsa5970;hsa1398;hsa5594;hsa6464;hsa25;hsa7040;hsa5781;hsa8517;hsa369;hsa867;hsa5894;hsa598;hsa7046;hsa208;hsa6777;hsa673;hsa613;hsa4790;hsa5925
prerank,hsa05014,-0.40775890021681843,-2.0895173868030765,0.0,0.00023859499063064483,0.002,125/303,21.49%,hsa5718;hsa347733;hsa11047;hsa5688;hsa514;hsa5700;hsa6506;hsa4713;hsa4712;hsa7979;hsa1349;hsa1350;hsa29107;hsa4719;hsa1329;hsa4726;hsa6390;hsa7802;hsa5694;hsa7381;hsa4724;hsa513;hsa4695;hsa5710;hsa4700;hsa5687;hsa4707;hsa9973;hsa7132;hsa4694;hsa4708;hsa539;hsa10213;hsa10381;hsa1345;hsa4718;hsa4704;hsa29978;hsa9217;hsa5686;hsa29110;hsa4706;hsa9896;hsa4725;hsa4927;hsa54539;hsa65018;hsa5705;hsa25978;hsa56171;hsa5693;hsa4709;hsa4697;hsa1346;hsa4696;hsa5533;hsa51079;hsa522;hsa4714;hsa1616;hsa5719;hsa23064;hsa23710;hsa7278;hsa5701;hsa515;hsa9818;hsa9861;hsa5715;hsa4717;hsa374291;hsa5706;hsa2066;hsa4701;hsa4741;hsa5707;hsa10452;hsa5630;hsa23130;hsa5692;hsa1327;hsa5683;hsa79902;hsa311;hsa4702;hsa5684;hsa4722;hsa57122;hsa6428;hsa10975;hsa4728;hsa23435;hsa5708;hsa2902;hsa50613;hsa5685;hsa6300;hsa5704;hsa5691;hsa8878;hsa2475;hsa27089;hsa516;hsa7277;hsa5713;hsa1347;hsa5600;hsa26100;hsa10540;hsa10382;hsa1337;hsa4843;hsa596;hsa7133;hsa6647;hsa9631;hsa8480;hsa10383;hsa10476;hsa10133;hsa55062;hsa2905;hsa7388;hsa55746;hsa7846
prerank,hsa05020,-0.413521097854833,-2.060715819614221,0.0,0.0003976583177177414,0.004,100/234,21.59%,hsa5718;hsa347733;hsa11047;hsa5688;hsa4689;hsa514;hsa5700;hsa4713;hsa4712;hsa7979;hsa1349;hsa1350;hsa4719;hsa1329;hsa4726;hsa6390;hsa5694;hsa7381;hsa4724;hsa513;hsa653361;hsa4695;hsa5710;hsa4700;hsa5687;hsa4707;hsa4694;hsa4708;hsa539;hsa10213;hsa10381;hsa1345;hsa4718;hsa4704;hsa1459;hsa5686;hsa4706;hsa4725;hsa54539;hsa5705;hsa5693;hsa4709;hsa4697;hsa1346;hsa4696;hsa5533;hsa51079;hsa522;hsa4714;hsa5719;hsa7278;hsa5701;hsa515;hsa9861;hsa5715;hsa4717;hsa374291;hsa5706;hsa4701;hsa5707;hsa733;hsa291;hsa5692;hsa1327;hsa5683;hsa4702;hsa5684;hsa4722;hsa10975;hsa4728;hsa5708;hsa2902;hsa5685;hsa6300;hsa713;hsa5704;hsa5691;hsa27089;hsa5602;hsa516;hsa7277;hsa5713;hsa1347;hsa5600;hsa857;hsa3708;hsa10382;hsa1337;hsa5293;hsa6647;hsa10383;hsa4688;hsa64764;hsa2534;hsa10476;hsa2905;hsa7388;hsa774;hsa7846;hsa729
prerank,hsa05205,0.39757860055941485,2.0396211930426578,0.0,0.006168126809430582,0.011,69/192,20.62%,hsa7157;hsa6654;hsa1432;hsa5295;hsa6655;hsa7042;hsa6714;hsa6608;hsa1956;hsa8321;hsa5296;hsa60;hsa2002;hsa1975;hsa5605;hsa2317;hsa2260;hsa7474;hsa5594;hsa6382;hsa71;hsa5829;hsa1278;hsa7040;hsa7430;hsa7480;hsa5781;hsa1277;hsa7410;hsa6774;hsa387;hsa3339;hsa5058;hsa369;hsa5747;hsa867;hsa3549;hsa2064;hsa5894;hsa79923;hsa7057;hsa5727;hsa3710;hsa5499;hsa7099;hsa208;hsa5501;hsa2065;hsa7475;hsa9475;hsa815;hsa5962;hsa4313;hsa5567;hsa3593;hsa673;hsa4060;hsa4233;hsa4660;hsa3673;hsa7078;hsa7472;hsa5328;hsa816;hsa4609;hsa8325;hsa5329;hsa207;hsa7422
prerank,hsa05206,0.40159603807143374,1.9786741976329842,0.0,0.009252190214145873,0.022,51/151,19.33%,hsa7157;hsa4082;hsa472;hsa6654;hsa5295;hsa6655;hsa7042;hsa4363;hsa1956;hsa1399;hsa3551;hsa5296;hsa4853;hsa5605;hsa1944;hsa1945;hsa4851;hsa1398;hsa5594;hsa6464;hsa25;hsa7430;hsa4194;hsa6774;hsa387;hsa10298;hsa8626;hsa54541;hsa9134;hsa2064;hsa5894;hsa659;hsa4170;hsa7057;hsa2065;hsa1786;hsa23405;hsa672;hsa2744;hsa5581;hsa5962;hsa9252;hsa5268;hsa4790;hsa3190;hsa4233;hsa2146;hsa7078;hsa324;hsa8651;hsa5328
prerank,hsa05210,0.43995054125972743,1.9376796047524831,0.0,0.011411034597446577,0.033,34/84,23.12%,hsa7157;hsa6654;hsa5295;hsa6655;hsa7042;hsa5599;hsa4088;hsa1956;hsa5296;hsa5605;hsa5594;hsa7040;hsa387;hsa369;hsa7039;hsa5899;hsa5894;hsa7046;hsa208;hsa4437;hsa5366;hsa673;hsa324;hsa7048;hsa332;hsa6934;hsa4609;hsa207;hsa4436;hsa3725;hsa5601;hsa842;hsa6932;hsa8503
