Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,hsa03010,0.6297365192120333,2.805624532845337,0.0,0.0,0.0,68/117,15.22%,hsa6142;hsa6130;hsa6139;hsa6146;hsa6138;hsa6122;hsa6124;hsa6158;hsa6194;hsa6128;hsa6223;hsa6161;hsa6156;hsa2197;hsa4736;hsa6137;hsa6222;hsa6159;hsa6210;hsa6193;hsa6134;hsa51121;hsa11224;hsa9349;hsa25873;hsa6152;hsa6205;hsa6191;hsa6228;hsa6133;hsa6147;hsa6202;hsa6187;hsa6188;hsa6171;hsa6189;hsa6201;hsa6166;hsa51187;hsa6206;hsa6232;hsa6129;hsa3921;hsa6143;hsa6135;hsa6204;hsa51318;hsa6125;hsa6141;hsa6132;hsa6155;hsa6230;hsa6207;hsa6167;hsa6235;hsa6192;hsa6218;hsa6229;hsa7311;hsa6165;hsa29074;hsa23521;hsa6136;hsa6144;hsa6209;hsa6173;hsa6176;hsa6233
prerank,hsa04061,-0.5007236080320099,-2.146432643401336,0.0,0.0025801583389622167,0.002,39/90,24.07%,hsa6357;hsa6347;hsa6356;hsa1230;hsa7132;hsa57007;hsa7133;hsa3627;hsa6355;hsa6373;hsa3569;hsa1233;hsa3559;hsa6387;hsa4283;hsa2919;hsa6363;hsa1435;hsa6370;hsa3561;hsa2920;hsa8764;hsa5473;hsa9547;hsa6372;hsa8809;hsa6366;hsa6375;hsa5197;hsa6361;hsa1235;hsa3570;hsa53832;hsa8743;hsa1237;hsa8795;hsa1234;hsa4055;hsa8740
prerank,hsa03040,0.471088344131259,2.074039930678706,0.0,0.0016818952556824033,0.005,59/114,25.58%,hsa25949;hsa51340;hsa27258;hsa10285;hsa3312;hsa8896;hsa55119;hsa10992;hsa220988;hsa9129;hsa10929;hsa10946;hsa6634;hsa10465;hsa23350;hsa3306;hsa6434;hsa22938;hsa55696;hsa4670;hsa3183;hsa9939;hsa9775;hsa6426;hsa988;hsa11017;hsa6633;hsa6429;hsa24148;hsa56949;hsa8449;hsa9984;hsa6636;hsa10291;hsa7919;hsa10523;hsa58517;hsa3304;hsa84991;hsa29896;hsa6627;hsa4116;hsa3178;hsa8175;hsa1665;hsa6432;hsa6427;hsa6629;hsa55110;hsa11338;hsa51729;hsa51691;hsa5093;hsa10915;hsa2521;hsa26121;hsa3190;hsa57187;hsa22916
prerank,hsa05150,-0.484194673249402,-2.0092923094628636,0.0,0.007740475016886649,0.012,47/78,31.36%,hsa3383;hsa720;hsa3868;hsa3426;hsa2357;hsa3881;hsa2215;hsa3111;hsa192666;hsa3684;hsa718;hsa728;hsa727;hsa9103;hsa1667;hsa10747;hsa5724;hsa25984;hsa3689;hsa820;hsa6404;hsa2209;hsa6403;hsa1670;hsa3108;hsa3112;hsa2266;hsa3126;hsa2359;hsa715;hsa713;hsa2212;hsa2358;hsa3885;hsa3884;hsa716;hsa1669;hsa1671;hsa2213;hsa8689;hsa8687;hsa717;hsa4153;hsa1675;hsa8688;hsa3109;hsa3882
prerank,hsa03015,0.47067689702681353,1.9927485003431227,0.0,0.005157812117426037,0.023,40/80,26.21%,hsa11051;hsa10250;hsa26986;hsa10284;hsa55308;hsa23435;hsa5042;hsa5529;hsa5515;hsa53918;hsa1479;hsa5411;hsa65109;hsa23381;hsa8731;hsa9939;hsa55012;hsa9775;hsa8189;hsa22794;hsa51585;hsa10482;hsa10914;hsa64895;hsa5976;hsa81608;hsa7919;hsa8761;hsa11052;hsa4116;hsa10978;hsa55110;hsa80335;hsa5516;hsa2521;hsa10921;hsa11269;hsa23049;hsa22916;hsa8106
prerank,hsa04141,0.43115892720628024,1.992251537621423,0.0,0.003868359088069528,0.023,57/150,21.03%,hsa22872;hsa3337;hsa7184;hsa10427;hsa10130;hsa3326;hsa55757;hsa596;hsa3312;hsa6748;hsa5589;hsa22824;hsa10808;hsa7095;hsa3301;hsa23480;hsa10802;hsa2923;hsa10970;hsa4780;hsa9451;hsa3703;hsa6746;hsa7186;hsa55176;hsa3306;hsa81567;hsa10113;hsa3300;hsa64215;hsa3309;hsa9601;hsa10525;hsa23645;hsa3320;hsa821;hsa8454;hsa55432;hsa6500;hsa3304;hsa5034;hsa1603;hsa4287;hsa1650;hsa23471;hsa7353;hsa9373;hsa9709;hsa811;hsa11231;hsa22926;hsa581;hsa6184;hsa11253;hsa6185;hsa10956;hsa54431
prerank,hsa04512,0.4625644369802146,1.9769673817242412,0.0,0.003094687270455622,0.023,26/82,19.12%,hsa3912;hsa1311;hsa7058;hsa1278;hsa3908;hsa1277;hsa3693;hsa2335;hsa1287;hsa7450;hsa1282;hsa3678;hsa3909;hsa3371;hsa1284;hsa8516;hsa3913;hsa1285;hsa1297;hsa1286;hsa3339;hsa3915;hsa6385;hsa7448;hsa1292;hsa7059
prerank,hsa04060,-0.395601978572314,-1.9635479766490844,0.0,0.007310448627059613,0.017,100/258,26.89%,hsa9180;hsa6357;hsa6347;hsa6356;hsa94;hsa1230;hsa7850;hsa7132;hsa8741;hsa57007;hsa7048;hsa3623;hsa3597;hsa7133;hsa655;hsa3627;hsa6355;hsa6373;hsa3569;hsa1233;hsa3604;hsa3559;hsa1441;hsa4803;hsa6387;hsa3442;hsa4283;hsa3440;hsa2919;hsa1896;hsa6363;hsa1435;hsa6370;hsa2689;hsa959;hsa3561;hsa55540;hsa2920;hsa9966;hsa3563;hsa10913;hsa91;hsa4352;hsa1439;hsa8764;hsa5473;hsa9547;hsa958;hsa3562;hsa3439;hsa6372;hsa269;hsa656;hsa8809;hsa6366;hsa6375;hsa4804;hsa3566;hsa3554;hsa3601;hsa5617;hsa5197;hsa6361;hsa23765;hsa3557;hsa1235;hsa3459;hsa3570;hsa8600;hsa7293;hsa53832;hsa3553;hsa3596;hsa56300;hsa8743;hsa7066;hsa10220;hsa1237;hsa64109;hsa8795;hsa658;hsa1234;hsa3600;hsa3447;hsa3565;hsa653;hsa3455;hsa3626;hsa970;hsa4055;hsa8740;hsa27242;hsa920;hsa3456;hsa4050;hsa3560;hsa8792;hsa8771;hsa8200;hsa23495
prerank,hsa03060,0.6420770451766066,1.954466000009414,0.003937007874015748,0.0030274114602283258,0.027,8/19,13.47%,hsa7095;hsa23480;hsa55176;hsa60559;hsa6731;hsa3309;hsa6729;hsa23478
prerank,hsa00190,-0.45009023926010816,-1.9414497509495718,0.0,0.00870803439399748,0.026,47/106,24.71%,hsa155066;hsa7386;hsa54539;hsa527;hsa5464;hsa1339;hsa4722;hsa4707;hsa518;hsa7381;hsa10063;hsa1349;hsa522;hsa9377;hsa1537;hsa4712;hsa1327;hsa525;hsa9551;hsa4709;hsa6389;hsa10312;hsa4717;hsa1346;hsa4729;hsa9296;hsa4708;hsa516;hsa4706;hsa7384;hsa523;hsa4698;hsa1340;hsa517;hsa479;hsa539;hsa4728;hsa4710;hsa7388;hsa4694;hsa6391;hsa8992;hsa374291;hsa4700;hsa498;hsa10975;hsa4718
prerank,hsa00020,-0.5692121203995982,-1.9370606282293157,0.0,0.006966427515197984,0.026,9/29,7.36%,hsa3418;hsa5106;hsa4967;hsa3417;hsa5161;hsa5091;hsa1431;hsa5162;hsa6389
prerank,hsa05320,-0.5120528856581339,-1.930088906664384,0.0,0.006665409042319059,0.029,25/50,27.68%,hsa3111;hsa1493;hsa941;hsa3442;hsa3440;hsa959;hsa3134;hsa7252;hsa958;hsa3439;hsa940;hsa3135;hsa3105;hsa3107;hsa942;hsa3108;hsa3112;hsa5551;hsa3126;hsa3106;hsa3447;hsa3565;hsa7253;hsa3002;hsa1081
prerank,hsa05222,0.44212195196261966,1.9175035190417171,0.0,0.004036548613637768,0.039,29/91,16.68%,hsa3912;hsa5290;hsa5295;hsa3908;hsa596;hsa1027;hsa2335;hsa595;hsa1287;hsa5747;hsa10000;hsa1282;hsa6258;hsa3909;hsa1284;hsa7186;hsa5728;hsa1647;hsa1026;hsa836;hsa3551;hsa7188;hsa7187;hsa1019;hsa4792;hsa3913;hsa1285;hsa1286;hsa3915
prerank,hsa03013,0.41416189473121673,1.908955869793131,0.0,0.004036548613637768,0.045,67/143,25.91%,hsa7514;hsa1915;hsa10250;hsa26986;hsa10284;hsa55308;hsa23435;hsa5042;hsa9631;hsa8672;hsa3646;hsa8667;hsa9818;hsa8665;hsa7175;hsa55746;hsa5411;hsa79902;hsa65109;hsa10419;hsa2332;hsa1974;hsa8661;hsa8666;hsa10762;hsa9939;hsa10556;hsa9775;hsa5901;hsa22794;hsa8087;hsa9086;hsa10482;hsa5976;hsa9984;hsa1968;hsa54960;hsa8669;hsa53371;hsa10775;hsa3837;hsa7919;hsa8663;hsa51367;hsa8761;hsa81929;hsa4116;hsa11260;hsa8894;hsa1975;hsa55110;hsa26999;hsa10209;hsa51068;hsa6396;hsa8664;hsa7329;hsa2521;hsa8480;hsa10921;hsa11097;hsa8662;hsa1964;hsa11269;hsa57187;hsa22916;hsa1977
prerank,hsa04260,-0.46356537284985366,-1.8817644169458432,0.0,0.010320633355848865,0.049,35/72,24.64%,hsa483;hsa7386;hsa4624;hsa1339;hsa778;hsa7139;hsa488;hsa55799;hsa7381;hsa783;hsa1349;hsa9377;hsa1537;hsa6262;hsa1327;hsa10369;hsa1346;hsa487;hsa7384;hsa4634;hsa6543;hsa489;hsa10479;hsa84679;hsa1340;hsa478;hsa785;hsa482;hsa7388;hsa27092;hsa784;hsa4625;hsa70;hsa7170;hsa10975
prerank,hsa04640,-0.44461510040170166,-1.8817314351762595,0.0,0.009030554186367758,0.049,40/94,25.81%,hsa947;hsa7850;hsa929;hsa7037;hsa951;hsa966;hsa3111;hsa2322;hsa3569;hsa290;hsa3684;hsa3559;hsa1441;hsa1435;hsa909;hsa952;hsa910;hsa3563;hsa3562;hsa3566;hsa3554;hsa3570;hsa2209;hsa3108;hsa3112;hsa3126;hsa3553;hsa917;hsa3655;hsa1378;hsa7066;hsa2993;hsa2208;hsa911;hsa3565;hsa2323;hsa1791;hsa920;hsa921;hsa930
prerank,hsa05340,-0.5402447521074183,-1.8811701927599866,0.0,0.008027159276771341,0.049,22/34,32.73%,hsa100;hsa5994;hsa959;hsa3561;hsa4261;hsa958;hsa29760;hsa5897;hsa920;hsa3932;hsa930;hsa3543;hsa23495;hsa6891;hsa3718;hsa6890;hsa916;hsa5993;hsa5896;hsa695;hsa7374;hsa926
prerank,hsa04672,-0.515663737781313,-1.8753539376909518,0.0,0.007740475016886649,0.052,20/42,23.90%,hsa8741;hsa3111;hsa3569;hsa6387;hsa941;hsa6370;hsa959;hsa958;hsa940;hsa3601;hsa8174;hsa942;hsa3108;hsa3112;hsa3126;hsa23308;hsa3695;hsa3600;hsa3565;hsa4055
prerank,hsa04080,-0.3704209375544582,-1.8745943299923717,0.0,0.007036795469896954,0.052,140/306,33.58%,hsa5029;hsa187;hsa4923;hsa1511;hsa6866;hsa2693;hsa5734;hsa1241;hsa2357;hsa3274;hsa5732;hsa3354;hsa5646;hsa2925;hsa1908;hsa57105;hsa23566;hsa1269;hsa1144;hsa55584;hsa5731;hsa23620;hsa185;hsa2903;hsa2899;hsa1395;hsa718;hsa153;hsa728;hsa4828;hsa727;hsa57053;hsa2689;hsa134;hsa6752;hsa2570;hsa7252;hsa148;hsa2847;hsa5724;hsa5025;hsa117;hsa5031;hsa51289;hsa887;hsa2562;hsa140;hsa9568;hsa4543;hsa5443;hsa706;hsa5617;hsa4988;hsa2492;hsa624;hsa3352;hsa5733;hsa4160;hsa6915;hsa2798;hsa4159;hsa55879;hsa2550;hsa6750;hsa51052;hsa1129;hsa5028;hsa6754;hsa5367;hsa59340;hsa4987;hsa886;hsa2566;hsa7201;hsa2917;hsa4986;hsa9170;hsa10203;hsa2915;hsa2359;hsa1140;hsa2832;hsa4158;hsa22953;hsa1906;hsa2561;hsa2898;hsa9038;hsa5024;hsa4852;hsa6019;hsa2358;hsa1133;hsa4887;hsa5737;hsa5030;hsa64106;hsa2554;hsa1134;hsa3814;hsa623;hsa9294;hsa10022;hsa4142;hsa7433;hsa117579;hsa2904;hsa7253;hsa186;hsa6865;hsa2563;hsa797;hsa4161;hsa2691;hsa1081;hsa799;hsa1268;hsa2918;hsa2696;hsa1143;hsa9248;hsa2641;hsa2692;hsa2567;hsa1325;hsa57152;hsa183;hsa136;hsa5745;hsa10316;hsa2558;hsa2914;hsa2740;hsa6755;hsa719;hsa2568;hsa8484;hsa3952;hsa155;hsa5645
prerank,hsa04216,-0.5118358653143169,-1.8234668045687457,0.001851851851851852,0.01204073891515701,0.096,13/37,11.71%,hsa55240;hsa8031;hsa10533;hsa7037;hsa10162;hsa23516;hsa246;hsa51703;hsa23305;hsa2879;hsa7419;hsa7417;hsa1536
prerank,hsa05171,0.3704851920743317,1.8162938360506589,0.0,0.012034894940660752,0.141,75/221,15.22%,hsa5290;hsa6142;hsa6130;hsa6139;hsa59272;hsa5295;hsa6146;hsa6138;hsa6122;hsa6124;hsa6158;hsa6194;hsa6128;hsa6223;hsa6161;hsa6156;hsa2197;hsa4736;hsa6137;hsa6222;hsa6159;hsa7450;hsa6210;hsa6193;hsa6134;hsa51121;hsa11224;hsa9349;hsa25873;hsa6152;hsa6205;hsa6191;hsa6228;hsa6133;hsa6147;hsa6202;hsa6187;hsa6188;hsa6171;hsa6189;hsa29110;hsa6201;hsa6166;hsa51187;hsa3551;hsa6206;hsa6232;hsa6129;hsa3921;hsa6143;hsa6135;hsa6204;hsa6125;hsa4793;hsa7187;hsa6141;hsa6132;hsa6155;hsa6230;hsa6207;hsa6167;hsa6235;hsa6192;hsa6218;hsa6229;hsa7311;hsa6165;hsa23521;hsa4792;hsa6136;hsa6144;hsa6209;hsa6173;hsa6176;hsa6233
prerank,hsa04064,-0.42207478329717163,-1.8077399609210252,0.0,0.013396975990765354,0.115,43/94,26.04%,hsa3383;hsa6357;hsa10454;hsa4615;hsa7132;hsa929;hsa5328;hsa5971;hsa3654;hsa10892;hsa5579;hsa5336;hsa4791;hsa6387;hsa51135;hsa142;hsa23118;hsa2919;hsa1896;hsa6363;hsa3929;hsa959;hsa2920;hsa10913;hsa5588;hsa958;hsa55367;hsa6366;hsa3554;hsa4067;hsa8600;hsa29760;hsa3553;hsa79092;hsa4616;hsa1460;hsa4055;hsa8740;hsa7128;hsa3932;hsa23586;hsa4050;hsa8792
prerank,hsa05332,-0.5068604559044644,-1.7820899030435604,0.003875968992248062,0.01658673217904282,0.148,19/39,23.15%,hsa3111;hsa3569;hsa941;hsa57292;hsa115653;hsa3134;hsa3804;hsa940;hsa3135;hsa3105;hsa3107;hsa942;hsa3108;hsa3112;hsa5551;hsa3126;hsa3553;hsa3106;hsa3803
prerank,hsa05310,-0.5387066407296951,-1.779820328339222,0.0018484288354898336,0.01642700809139278,0.157,13/28,23.27%,hsa6356;hsa5553;hsa3111;hsa2207;hsa959;hsa958;hsa3562;hsa3108;hsa3112;hsa3126;hsa3596;hsa2206;hsa3565
prerank,hsa00590,-0.46421597411143634,-1.7756534873156364,0.0,0.016125989618513855,0.166,22/50,21.29%,hsa2878;hsa5742;hsa9536;hsa11145;hsa5730;hsa240;hsa1571;hsa81579;hsa246;hsa5740;hsa27306;hsa5320;hsa242;hsa873;hsa8399;hsa2877;hsa2880;hsa6916;hsa1557;hsa50487;hsa1559;hsa8644
prerank,hsa04650,-0.39544285742375407,-1.7496509545207657,0.0,0.020185944651880873,0.218,50/117,25.08%,hsa3383;hsa2185;hsa2215;hsa2207;hsa5579;hsa5336;hsa6452;hsa3442;hsa80328;hsa5595;hsa3440;hsa57292;hsa5058;hsa115653;hsa51744;hsa3384;hsa5533;hsa8503;hsa3439;hsa5894;hsa3804;hsa3135;hsa3689;hsa3105;hsa80329;hsa3107;hsa3937;hsa53358;hsa3459;hsa10451;hsa637;hsa3808;hsa5551;hsa3806;hsa5605;hsa7409;hsa8743;hsa3106;hsa5777;hsa8795;hsa9436;hsa100132285;hsa3447;hsa3803;hsa3455;hsa5881;hsa4893;hsa2885;hsa3456;hsa3932
prerank,hsa00100,-0.562815795562013,-1.7474393248677444,0.0148975791433892,0.019637871802101317,0.223,10/20,25.14%,hsa6309;hsa4047;hsa10682;hsa1591;hsa6646;hsa1717;hsa50814;hsa51478;hsa1718;hsa1594
prerank,hsa04740,-0.41928879520384915,-1.7106054554517194,0.001869158878504673,0.02790644940298608,0.31,44/76,34.90%,hsa56656;hsa4994;hsa409;hsa109;hsa81696;hsa5137;hsa2788;hsa4992;hsa8387;hsa157;hsa810;hsa6543;hsa10798;hsa8392;hsa7932;hsa26664;hsa5138;hsa3000;hsa26529;hsa156;hsa1261;hsa26212;hsa81285;hsa26692;hsa26532;hsa26707;hsa83988;hsa51764;hsa26189;hsa5153;hsa26648;hsa2774;hsa8388;hsa26211;hsa26476;hsa1258;hsa4991;hsa442194;hsa57101;hsa8383;hsa26716;hsa4993;hsa81697;hsa5568
prerank,hsa04340,0.466089672082779,1.6991862770221746,0.0,0.03323425025228429,0.367,17/43,17.32%,hsa64750;hsa596;hsa2121;hsa595;hsa1456;hsa23288;hsa23291;hsa57758;hsa894;hsa5567;hsa6469;hsa8405;hsa5727;hsa2932;hsa8454;hsa1452;hsa5566
prerank,hsa03018,0.42893944136760404,1.6968683128896327,0.004210526315789474,0.0308245530495975,0.373,33/57,27.92%,hsa26986;hsa2026;hsa5394;hsa27258;hsa5042;hsa5214;hsa3329;hsa694;hsa28960;hsa167227;hsa23517;hsa9337;hsa11044;hsa8761;hsa5073;hsa5211;hsa4849;hsa4848;hsa10950;hsa23019;hsa5393;hsa29883;hsa51691;hsa3313;hsa56915;hsa27257;hsa9924;hsa57472;hsa11157;hsa23644;hsa22894;hsa23404;hsa9652
prerank,hsa04350,0.40212484591733094,1.69557958495997,0.0,0.028536156171411444,0.375,28/86,18.97%,hsa3400;hsa4092;hsa90;hsa4052;hsa25805;hsa2331;hsa6093;hsa64750;hsa9765;hsa652;hsa4091;hsa5515;hsa3399;hsa650;hsa2200;hsa7044;hsa4087;hsa7042;hsa4089;hsa8454;hsa4756;hsa6500;hsa3625;hsa4090;hsa659;hsa4086;hsa7050;hsa3398
prerank,hsa05140,-0.41736020029425885,-1.6943044010194055,0.0035971223021582736,0.030316860482806043,0.345,30/72,23.27%,hsa4689;hsa10454;hsa4615;hsa3654;hsa2215;hsa3111;hsa5579;hsa3684;hsa51135;hsa5595;hsa23118;hsa7097;hsa718;hsa9103;hsa4688;hsa1536;hsa3689;hsa3459;hsa2209;hsa3108;hsa3112;hsa3126;hsa3553;hsa6772;hsa1378;hsa5600;hsa5777;hsa65108;hsa2212;hsa3565
prerank,hsa00030,-0.5198083547710685,-1.6893685045702223,0.014519056261343012,0.030593306019123422,0.356,7/25,6.00%,hsa5213;hsa5226;hsa2539;hsa5236;hsa230;hsa9104;hsa7086
prerank,hsa05100,0.4158206527345085,1.6891291666447226,0.004291845493562232,0.027945336555953774,0.396,27/70,22.97%,hsa5290;hsa4735;hsa55752;hsa5295;hsa10163;hsa2335;hsa57180;hsa5747;hsa79658;hsa3678;hsa7414;hsa23157;hsa26084;hsa1212;hsa23176;hsa2549;hsa1398;hsa63916;hsa10093;hsa6464;hsa10092;hsa1793;hsa71;hsa1499;hsa8976;hsa1213;hsa857
prerank,hsa05133,-0.4144693704751866,-1.6866327916940538,0.0,0.030082300633809476,0.363,24/70,20.40%,hsa4615;hsa720;hsa929;hsa3654;hsa1072;hsa3569;hsa3684;hsa653509;hsa51135;hsa5595;hsa718;hsa2771;hsa727;hsa6372;hsa3659;hsa810;hsa5601;hsa3689;hsa725;hsa29108;hsa3553;hsa5600;hsa715;hsa713
prerank,hsa00620,-0.4612533934102781,-1.6843908099775524,0.0018552875695732839,0.029447459303373124,0.37,17/41,21.53%,hsa5106;hsa4199;hsa39;hsa5161;hsa3945;hsa5091;hsa5162;hsa217;hsa10873;hsa32;hsa38;hsa4191;hsa5313;hsa3939;hsa10327;hsa126;hsa31
prerank,hsa05330,-0.4811668906805108,-1.6796135576076285,0.0037105751391465678,0.029241794508238453,0.38,16/35,23.27%,hsa3111;hsa941;hsa959;hsa3134;hsa958;hsa940;hsa3135;hsa3105;hsa3107;hsa942;hsa3108;hsa3112;hsa5551;hsa3126;hsa3106;hsa3565
prerank,hsa04380,-0.3720315838229293,-1.6691065936788363,0.0,0.031632741235676776,0.413,57/123,27.83%,hsa2274;hsa4689;hsa6688;hsa10288;hsa79168;hsa10454;hsa7297;hsa7132;hsa5971;hsa7048;hsa2355;hsa10990;hsa2215;hsa9021;hsa353514;hsa5336;hsa4791;hsa11027;hsa5595;hsa23118;hsa1435;hsa9103;hsa5533;hsa8503;hsa4688;hsa10379;hsa10859;hsa5601;hsa3554;hsa3937;hsa8651;hsa11024;hsa8061;hsa3459;hsa2209;hsa8600;hsa27035;hsa29760;hsa3553;hsa6772;hsa11025;hsa3727;hsa5600;hsa208;hsa2212;hsa3455;hsa54209;hsa2885;hsa5468;hsa3456;hsa11026;hsa3932;hsa8792;hsa5608;hsa2213;hsa1535;hsa799
prerank,hsa00830,-0.43730530483306607,-1.6684339471793916,0.00909090909090909,0.03056495263078318,0.414,22/50,28.13%,hsa8694;hsa54884;hsa220;hsa53630;hsa8228;hsa316;hsa1551;hsa54659;hsa1562;hsa1592;hsa8608;hsa100861540;hsa1543;hsa1559;hsa126;hsa5959;hsa54600;hsa1544;hsa7363;hsa1576;hsa124;hsa54578
